word_id	newgsl_line	newgsl_word	newgsl_pos	enwk_pos	sseq	en_hw	enwk_page	enwk_def	pos_diff	pos_comment	en_hw_diff	newgsl_file_rank	newgsl_freq_rank
NBG_direct_adj	direct (adj, 898)	direct	adj	Adjective	1	direct	direct					613	898
NBG_direct_v	direct (v, 1476)	direct	v	Verb	1	direct	direct					614	1476
NBG_direction_n	direction (n, 806)	direction	n	Noun	1	direction	direction					615	806
NBG_directly_adv	directly (adv, 997)	directly	adv	Adverb	1	directly	directly					616	997
NBG_director_n	director (n, 1019)	director	n	Noun	1	director	director					617	1019
NBG_disability_n	disability (n, 2378)	disability	n	Noun	1	disability	disability					618	2378
NBG_disappear_v	disappear (v, 1371)	disappear	v	Verb	1	disappear	disappear					619	1371
NBG_disaster_n	disaster (n, 2306)	disaster	n	Noun	1	disaster	disaster					620	2306
NBG_discipline_n	discipline (n, 2176)	discipline	n	Noun	1	discipline	discipline					621	2176
NBG_discover_v	discover (v, 691)	discover	v	Verb	1	discover	discover					622	691
NBG_discuss_v	discuss (v, 665)	discuss	v	Verb	1	discuss	discuss					623	665
NBG_discussion_n	discussion (n, 865)	discussion	n	Noun	1	discussion	discussion					624	865
NBG_disease_n	disease (n, 1301)	disease	n	Noun	1	disease	disease					625	1301
NBG_dish_n	dish (n, 2409)	dish	n	Noun	1	dish	dish					626	2409
NBG_disorder_n	disorder (n, 1738)	disorder	n	Noun	1	disorder	disorder					627	1738
NBG_display_n	display (n, 1612)	display	n	Noun	1	display	display					628	1612
NBG_display_v	display (v, 1520)	display	v	Verb	1	display	display					629	1520
NBG_distance_n	distance (n, 998)	distance	n	Noun	1	distance	distance					630	998
NBG_distinct_adj	distinct (adj, 2299)	distinct	adj	Adjective	1	distinct	distinct					631	2299
NBG_distribute_v	distribute (v, 2436)	distribute	v	Verb	1	distribute	distribute					632	2436
NBG_distribution_n	distribution (n, 1739)	distribution	n	Noun	1	distribution	distribution					633	1739
NBG_district_n	district (n, 1650)	district	n	Noun	1	district	district					634	1650
NBG_diverse_adj	diverse (adj, 2246)	diverse	adj	Adjective	1	diverse	diverse					635	2246
NBG_divide_v	divide (v, 1616)	divide	v	Verb	1	divide	divide					636	1616
NBG_do_v	DO (v, 22)	do	v	Verb	1	do	do/translations					637	22
NBG_doctor_n	doctor (n, 855)	doctor	n	Noun	1	doctor	doctor					638	855
NBG_document_n	document (n, 1743)	document	n	Noun	1	document	document					639	1743
NBG_dog_n	dog (n, 1150)	dog	n	Noun	1	dog	dog/translations					640	1150
NBG_dollar_n	dollar (n, 1839)	dollar	n	Noun	1	dollar	dollar					641	1839
NBG_domain_n	domain (n, 2271)	domain	n	Noun	1	domain	domain					642	2271
NBG_domestic_adj	domestic (adj, 1691)	domestic	adj	Adjective	1	domestic	domestic					643	1691
NBG_dominate_v	dominate (v, 2406)	dominate	v	Verb	1	dominate	dominate					644	2406
NBG_door_n	DOOR (n, 360)	door	n	Noun	1	door	door					645	360
NBG_double_adj	double (adj, 1434)	double	adj	Adjective	1	double	double					646	1434
NBG_doubt_n	doubt (n, 1013)	doubt	n	Noun	1	doubt	doubt					647	1013
NBG_doubt_v	doubt (v, 2183)	doubt	v	Verb	1	doubt	doubt					648	2183
NBG_down_adv	DOWN (adv, 324)	down	adv	Adverb	1	down	down					649	324
NBG_down_avp	DOWN (avp, 201)	down	avp	Adverb	1	down	down					650	201
NBG_down_con	down (con, 1877)	down	con	Preposition	1	down	down					651	1877
NBG_dozen_n	dozen (n, 1914)	dozen	n	Noun	1	dozen	dozen					652	1914
NBG_Dr_abr	Dr (abr, 1082)	Dr	abr	Noun	1	Dr	Dr		Y			653	1082
NBG_dramatic_adj	dramatic (adj, 2065)	dramatic	adj	Adjective	1	dramatic	dramatic					654	2065
NBG_draw_v	DRAW (v, 375)	draw	v	Verb	1	draw	draw					655	375
NBG_dream_n	dream (n, 1265)	dream	n	Noun	1	dream	dream					656	1265
NBG_dream_v	dream (v, 2478)	dream	v	Verb	1	dream	dream					657	2478
NBG_dress_n	dress (n, 1979)	dress	n	Noun	1	dress	dress					658	1979
NBG_dress_v	dress (v, 1442)	dress	v	Verb	1	dress	dress					659	1442
NBG_drink_n	drink (n, 1271)	drink	n	Noun	1	drink	drink					660	1271
NBG_drink_v	drink (v, 1331)	drink	v	Verb	1	drink	drink | drink/translations					661	1331
NBG_drinking_n	drinking (n, 2386)	drinking	n	Noun	1	drinking	drinking					662	2386
NBG_drive_n	drive (n, 1621)	drive	n	Noun	1	drive	drive					663	1621
NBG_drive_v	drive (v, 507)	drive	v	Verb	1	drive	drive					664	507
NBG_driver_n	driver (n, 1431)	driver	n	Noun	1	driver	driver					665	1431
NBG_drop_n	drop (n, 2233)	drop	n	Noun	1	drop	drop/translations					666	2233
NBG_drop_v	drop (v, 939)	drop	v	Verb	1	drop	drop/translations					667	939
NBG_drug_n	drug (n, 1187)	drug	n	Noun	1	drug	drug					668	1187
NBG_dry_adj	dry (adj, 1581)	dry	adj	Adjective	1	dry	dry					669	1581
NBG_dry_v	dry (v, 2090)	dry	v	Verb	1	dry	dry					670	2090
NBG_due (to)_adj	due (to) (adj, con, 524)	due (to)	adj	Adjective	1	due	due				Y	671	524
NBG_due (to)_con	due (to) (adj, con, 524)	due (to)	con	Preposition	2	due to	due to				Y	671	524
NBG_duration_n	duration (n, 2392)	duration	n	Noun	1	duration	duration					672	2392
NBG_during_con	DURING (con, 179)	during	con	Preposition	1	during	during					673	179
NBG_dust_n	dust (n, 2490)	dust	n	Noun	1	dust	dust					674	2490
NBG_duty_n	duty (n, 972)	duty	n	Noun	1	duty	duty					675	972
NBG_e.g._abr	e.g. (abr, 2026)	e.g.	abr	Adverb	1	e.g.	e.g.		Y			676	2026
NBG_each_x	EACH (x, 135)	each	x	Determiner	1	each	each					677	135
NBG_ear_n	ear (n, 1500)	ear	n	Noun	1	ear	ear | ear/translations					678	1500
NBG_earlier_adv	earlier (adv, 986)	earlier	adv	Adverb	1	earlier	earlier					679	986
NBG_early_adj	EARLY (adj, 280)	early	adj	Adjective	1	early	early					680	280
NBG_early_adv	early (adv, 1362)	early	adv	Adverb	1	early	early					681	1362
NBG_earn_v	earn (v, 1471)	earn	v	Verb	1	earn	earn					682	1471
NBG_earning_n	earning (n, 2375)	earning	n	Noun	1	earnings	earnings				Y	683	2375
NBG_earth_n	earth (n, 1178)	earth	n	Noun	1	earth	earth					684	1178
NBG_ease_v	ease (v, 2463)	ease	v	Verb	1	ease	ease					685	2463
NBG_easily_adv	easily (adv, 727)	easily	adv	Adverb	1	easily	easily					686	727
NBG_east_adj	east (adj, 2381)	east	adj	Adjective	1	east	east					687	2381
NBG_east_n	East (n, 1053)	east	n	Noun	1	east	east					688	1053
NBG_easy_adj	EASY (adj, 455)	easy	adj	Adjective	1	easy	easy					689	455
NBG_eat_v	eat (v, 686)	eat	v	Verb	1	eat	eat					690	686
NBG_economic_adj	economic (adj, 710)	economic	adj	Adjective	1	economic	economic					691	710
NBG_economy_n	economy (n, 1163)	economy	n	Noun	1	economy	economy					692	1163
NBG_edge_n	edge (n, 981)	edge	n	Noun	1	edge	edge					693	981
NBG_editor_n	editor (n, 1941)	editor	n	Noun	1	editor	editor					694	1941
NBG_educate_v	educate (v, 2269)	educate	v	Verb	1	educate	educate					695	2269
NBG_education_n	education (n, 554)	education	n	Noun	1	education	education					696	554
NBG_educational_adj	educational (adj, 1948)	educational	adj	Adjective	1	educational	educational					697	1948
NBG_effect_n	EFFECT (n, 281)	effect	n	Noun	1	effect	effect					698	281
NBG_effective_adj	effective (adj, 993)	effective	adj	Adjective	1	effective	effective					699	993
NBG_effectively_adv	effectively (adv, 1510)	effectively	adv	Adverb	1	effectively	effectively					700	1510
NBG_efficient_adj	efficient (adj, 1994)	efficient	adj	Adjective	1	efficient	efficient					701	1994
NBG_effort_n	effort (n, 585)	effort	n	Noun	1	effort	effort					702	585
NBG_egg_n	egg (n, 1955)	egg	n	Noun	1	egg	egg/translations					703	1955
NBG_eight_x	eight (x, 938)	eight	x	Numeral	1	eight	eight					704	938
NBG_either_adv	either (adv, 840)	either	adv	Adverb	1	either	either					705	840
NBG_either_con	either (con, 980)	either	con	Conjunction	1	either	either					706	980
NBG_either_x	either (x, 1160)	either	x	Determiner	1	either	either					707	1160
NBG_election_n	election (n, 1429)	election	n	Noun	1	election	election					708	1429
NBG_electricity_n	electricity (n, 2399)	electricity	n	Noun	1	electricity	electricity					709	2399
NBG_element_n	element (n, 832)	element	n	Noun	1	element	element					710	832
NBG_eligible_adj	eligible (adj, 2445)	eligible	adj	Adjective	1	eligible	eligible					711	2445
NBG_else_adv	ELSE (adv, 500)	else	adv	Adverb	1	else	else					712	500
NBG_elsewhere_adv	elsewhere (adv, 1453)	elsewhere	adv	Adverb	1	elsewhere	elsewhere					713	1453
NBG_email_n	email (n, 1696)	email	n	Noun	1	email	email					714	1696
NBG_emerge_v	emerge (v, 1219)	emerge	v	Verb	1	emerge	emerge					715	1219
NBG_emergency_n	emergency (n, 1785)	emergency	n	Noun	1	emergency	emergency					716	1785
NBG_emotion_n	emotion (n, 2359)	emotion	n	Noun	1	emotion	emotion					717	2359
NBG_emotional_adj	emotional (adj, 1751)	emotional	adj	Adjective	1	emotional	emotional					718	1751
NBG_emphasis_n	emphasis (n, 2293)	emphasis	n	Noun	1	emphasis	emphasis					719	2293
NBG_employ_v	employ (v, 1056)	employ	v	Verb	1	employ	employ					720	1056
NBG_employee_n	employee (n, 1661)	employee	n	Noun	1	employee	employee					721	1661
NBG_employer_n	employer (n, 1868)	employer	n	Noun	1	employer	employer					722	1868
NBG_employment_n	employment (n, 1781)	employment	n	Noun	1	employment	employment					723	1781
NBG_empty_adj	empty (adj, 1557)	empty	adj	Adjective	1	empty	empty					724	1557
NBG_enable_v	enable (v, 897)	enable	v	Verb	1	enable	enable					725	897
NBG_encounter_v	encounter (v, 2264)	encounter	v	Verb	1	encounter	encounter					726	2264
NBG_encourage_v	encourage (v, 768)	encourage	v	Verb	1	encourage	encourage					727	768
NBG_end_n	END (n, 182)	end	n	Noun	1	end	end					728	182
NBG_end_v	end (v, 516)	end	v	Verb	1	end	end					729	516
NBG_enemy_n	enemy (n, 1875)	enemy	n	Noun	1	enemy	enemy					730	1875
NBG_energy_n	energy (n, 971)	energy	n	Noun	1	energy	energy					731	971
NBG_engage_v	engage (v, 1152)	engage	v	Verb	1	engage	engage					732	1152
NBG_engagement_n	engagement (n, 2229)	engagement	n	Noun	1	engagement	engagement					733	2229
NBG_engine_n	engine (n, 1368)	engine	n	Noun	1	engine	engine					734	1368
NBG_enhance_v	enhance (v, 1712)	enhance	v	Verb	1	enhance	enhance					735	1712
NBG_enjoy_v	enjoy (v, 591)	enjoy	v	Verb	1	enjoy	enjoy					736	591
NBG_enormous_adj	enormous (adj, 2131)	enormous	adj	Adjective	1	enormous	enormous					737	2131
NBG_enough_adj	enough (adj, 830)	enough	adj	Determiner	1	enough	enough		Y			738	830
NBG_enough_adv	ENOUGH (adv, 342)	enough	adv	Adverb	1	enough	enough					739	342
NBG_ensure_v	ensure (v, 640)	ensure	v	Verb	1	ensure	ensure					740	640
NBG_enter_v	enter (v, 578)	enter	v	Verb	1	enter	enter					741	578
NBG_entire_adj	entire (adj, 1403)	entire	adj	Adjective	1	entire	entire					742	1403
NBG_entirely_adv	entirely (adv, 1129)	entirely	adv	Adverb	1	entirely	entirely					743	1129
NBG_entitle_v	entitle (v, 2245)	entitle	v	Verb	1	entitle	entitle					744	2245
NBG_entrance_n	entrance (n, 2398)	entrance	n	Noun	1	entrance	entrance					745	2398
NBG_entry_n	entry (n, 1246)	entry	n	Noun	1	entry	entry					746	1246
NBG_environment_n	environment (n, 751)	environment	n	Noun	1	environment	environment					747	751
NBG_environmental_adj	environmental (adj, 1568)	environmental	adj	Adjective	1	environmental	environmental					748	1568
NBG_episode_n	episode (n, 1940)	episode	n	Noun	1	episode	episode					749	1940
NBG_equal_adj	equal (adj, 1526)	equal	adj	Adjective	1	equal	equal					750	1526
NBG_equally_adv	equally (adv, 1287)	equally	adv	Adverb	1	equally	equally					751	1287
NBG_equipment_n	equipment (n, 1220)	equipment	n	Noun	1	equipment	equipment					752	1220
NBG_error_n	error (n, 2018)	error	n	Noun	1	error	error					753	2018
NBG_escape_v	escape (v, 1705)	escape	v	Verb	1	escape	escape					754	1705
NBG_especially_adv	ESPECIALLY (adv, 479)	especially	adv	Adverb	1	especially	especially					755	479
NBG_essential_adj	essential (adj, 906)	essential	adj	Adjective	1	essential	essential					756	906
NBG_essentially_adv	essentially (adv, 2089)	essentially	adv	Adverb	1	essentially	essentially					757	2089
NBG_establish_v	establish (v, 608)	establish	v	Verb	1	establish	establish					758	608
NBG_estate_n	estate (n, 1248)	estate	n	Noun	1	estate	estate					759	1248
NBG_estimate_n	estimate (n, 2419)	estimate	n	Noun	1	estimate	estimate					760	2419
NBG_estimate_v	estimate (v, 1849)	estimate	v	Verb	1	estimate	estimate					761	1849
NBG_evaluate_v	evaluate (v, 2130)	evaluate	v	Verb	1	evaluate	evaluate					762	2130
NBG_even_adv	EVEN (adv, 94)	even	adv	Adverb	1	even	even					763	94
NBG_evening_n	evening (n, 692)	evening	n	Noun	1	evening	evening					764	692
NBG_event_n	EVENT (n, 401)	event	n	Noun	1	event	event					765	401
NBG_eventually_adv	eventually (adv, 1155)	eventually	adv	Adverb	1	eventually	eventually					766	1155
NBG_ever_adv	EVER (adv, 268)	ever	adv	Adverb	1	ever	ever					767	268
NBG_every_x	EVERY (x, 138)	every	x	Determiner	1	every	every					768	138
NBG_everybody_pron	everybody (pron, 1983)	everybody	pron	Pronoun	1	everybody	everybody					769	1983
NBG_everyday_adj	everyday (adj, 1977)	everyday	adj	Adjective	1	everyday	everyday					770	1977
NBG_everyone_pron	everyone (pron, 614)	everyone	pron	Pronoun	1	everyone	everyone					771	614
NBG_everything_pron	EVERYTHING (pron, 460)	everything	pron	Pronoun	1	everything	everything					772	460
NBG_everywhere_adv	everywhere (adv, 1996)	everywhere	adv	Adverb	1	everywhere	everywhere					773	1996
NBG_evidence_n	evidence (n, 501)	evidence	n	Noun	1	evidence	evidence					774	501
NBG_exactly_adv	exactly (adv, 755)	exactly	adv	Adverb	1	exactly	exactly					775	755
NBG_examine_v	examine (v, 956)	examine	v	Verb	1	examine	examine					776	956
NBG_example_n	EXAMPLE (n, 315)	example	n	Noun	1	example	example					777	315
NBG_excellent_adj	excellent (adj, 1364)	excellent	adj	Adjective	1	excellent	excellent					778	1364
NBG_except_con	except (con, 1070)	except	con	Preposition	1	except	except					779	1070
NBG_except_con_2	except (con, 1070)	except	con	Conjunction	2	except	except					779	1070
NBG_exception_n	exception (n, 1845)	exception	n	Noun	1	exception	exception					780	1845
NBG_exchange_n	exchange (n, 1378)	exchange	n	Noun	1	exchange	exchange					781	1378
NBG_exciting_adj	exciting (adj, 1906)	exciting	adj	Adjective	1	exciting	exciting					782	1906
NBG_executive_n	executive (n, 2416)	executive	n	Noun	1	executive	executive					783	2416
NBG_exercise_n	exercise (n, 1149)	exercise	n	Noun	1	exercise	exercise					784	1149
NBG_exercise_v	exercise (v, 1828)	exercise	v	Verb	1	exercise	exercise					785	1828
NBG_exist_v	exist (v, 708)	exist	v	Verb	1	exist	exist					786	708
NBG_existence_n	existence (n, 1556)	existence	n	Noun	1	existence	existence					787	1556
NBG_existing_adj	existing (adj, 1516)	existing	adj	Adjective	1	existing	existing					788	1516
NBG_expand_v	expand (v, 1911)	expand	v	Verb	1	expand	expand					789	1911
NBG_expansion_n	expansion (n, 2309)	expansion	n	Noun	1	expansion	expansion					790	2309
NBG_expect_v	EXPECT (v, 278)	expect	v	Verb	1	expect	expect					791	278
NBG_expense_n	expense (n, 1488)	expense	n	Noun	1	expense	expense					792	1488
NBG_expensive_adj	expensive (adj, 1459)	expensive	adj	Adjective	1	expensive	expensive					793	1459
NBG_experience_n	EXPERIENCE (n, 359)	experience	n	Noun	1	experience	experience					794	359
NBG_experience_v	experience (v, 1012)	experience	v	Verb	1	experience	experience					795	1012
NBG_experiment_n	experiment (n, 1775)	experiment	n	Noun	1	experiment	experiment					796	1775
NBG_expert_n	expert (n, 1186)	expert	n	Noun	1	expert	expert					797	1186
NBG_expertise_n	expertise (n, 1660)	expertise	n	Noun	1	expertise	expertise					798	1660
NBG_explain_v	EXPLAIN (v, 446)	explain	v	Verb	1	explain	explain					799	446
NBG_explanation_n	explanation (n, 1480)	explanation	n	Noun	1	explanation	explanation					800	1480
NBG_explore_v	explore (v, 945)	explore	v	Verb	1	explore	explore					801	945
NBG_expose_v	expose (v, 1900)	expose	v	Verb	1	expose	expose					802	1900
NBG_exposure_n	exposure (n, 1853)	exposure	n	Noun	1	exposure	exposure					803	1853
NBG_express_v	express (v, 967)	express	v	Verb	1	express	express					804	967
NBG_expression_n	expression (n, 1067)	expression	n	Noun	1	expression	expression					805	1067
NBG_extend_v	extend (v, 1051)	extend	v	Verb	1	extend	extend					806	1051
NBG_extension_n	extension (n, 2168)	extension	n	Noun	1	extension	extension					807	2168
NBG_extent_n	extent (n, 1075)	extent	n	Noun	1	extent	extent					808	1075
NBG_external_adj	external (adj, 2024)	external	adj	Adjective	1	external	external					809	2024
NBG_extra_adj	extra (adj, 952)	extra	adj	Adjective	1	extra	extra					810	952
NBG_extraordinary_adj	extraordinary (adj, 2471)	extraordinary	adj	Adjective	1	extraordinary	extraordinary					811	2471
NBG_extreme_adj	extreme (adj, 2136)	extreme	adj	Adjective	1	extreme	extreme					812	2136
NBG_extremely_adv	extremely (adv, 1122)	extremely	adv	Adverb	1	extremely	extremely					813	1122
NBG_eye_n	EYE (n, 244)	eye	n	Noun	1	eye	eye/translations					814	244
NBG_fabric_n	fabric (n, 2360)	fabric	n	Noun	1	fabric	fabric					815	2360
NBG_face_n	FACE (n, 314)	face	n	Noun	1	face	face/translations					816	314
NBG_face_v	FACE (v, 458)	face	v	Verb	1	face	face					817	458
NBG_facilitate_v	facilitate (v, 2338)	facilitate	v	Verb	1	facilitate	facilitate					818	2338
NBG_facility_n	facility (n, 1359)	facility	n	Noun	1	facility	facility					819	1359
NBG_fact_n	FACT (n, 181)	fact	n	Noun	1	fact	fact					820	181
NBG_factor_n	factor (n, 769)	factor	n	Noun	1	factor	factor					821	769
NBG_factory_n	factory (n, 1959)	factory	n	Noun	1	factory	factory					822	1959
NBG_faculty_n	faculty (n, 2472)	faculty	n	Noun	1	faculty	faculty					823	2472
NBG_fail_v	fail (v, 556)	fail	v	Verb	1	fail	fail					824	556
NBG_failure_n	failure (n, 1052)	failure	n	Noun	1	failure	failure					825	1052
NBG_fair_adj	fair (adj, 1063)	fair	adj	Adjective	1	fair	fair					826	1063
NBG_fairly_adv	fairly (adv, 1338)	fairly	adv	Adverb	1	fairly	fairly					827	1338
NBG_faith_n	faith (n, 1615)	faith	n	Noun	1	faith	faith					828	1615
NBG_fall_n	fall (n, 1410)	fall	n	Noun	1	fall	fall					829	1410
NBG_fall_v	FALL (v, 296)	fall	v	Verb	1	fall	fall					830	296
NBG_false_adj	false (adj, 2175)	false	adj	Adjective	1	false	false					831	2175
NBG_familiar_adj	familiar (adj, 1405)	familiar	adj	Adjective	1	familiar	familiar					832	1405
NBG_family_n	FAMILY (n, 216)	family	n	Noun	1	family	family					833	216
NBG_famous_adj	famous (adj, 1288)	famous	adj	Adjective	1	famous	famous					834	1288
NBG_fan_n	fan (n, 1066)	fan	n	Noun	1	fan	fan					835	1066
NBG_fantastic_adj	fantastic (adj, 1816)	fantastic	adj	Adjective	1	fantastic	fantastic					836	1816
NBG_far_adv	FAR (adv, 205)	far	adv	Adverb	1	far	far					837	205
NBG_farm_n	farm (n, 1772)	farm	n	Noun	1	farm	farm					838	1772
NBG_farmer_n	farmer (n, 2189)	farmer	n	Noun	1	farmer	farmer					839	2189
NBG_fashion_n	fashion (n, 1645)	fashion	n	Noun	1	fashion	fashion					840	1645
NBG_fast_adj	fast (adj, 1981)	fast	adj	Adjective	1	fast	fast					841	1981
NBG_fast_adv	fast (adv, 1551)	fast	adv	Adverb	1	fast	fast					842	1551
NBG_fat_adj	fat (adj, 1809)	fat	adj	Adjective	1	fat	fat					843	1809
NBG_father_n	FATHER (n, 477)	father	n	Noun	1	father	father/translations					844	477
NBG_fault_n	fault (n, 1797)	fault	n	Noun	1	fault	fault					845	1797
NBG_favour_n	favour (n, 1989)	favour	n	Noun	1	favor	favor				Y	846	1989
NBG_favourite_adj	favourite (adj, 2048)	favourite	adj	Adjective	1	favourite	favourite					847	2048
NBG_favourite_n	favourite (n, 2347)	favourite	n	Noun	1	favourite	favourite					848	2347
NBG_fear_n	fear (n, 894)	fear	n	Noun	1	fear	fear					849	894
NBG_fear_v	fear (v, 1604)	fear	v	Verb	1	fear	fear					850	1604
NBG_feature_n	feature (n, 685)	feature	n	Noun	1	feature	feature					851	685
NBG_feature_v	feature (v, 1234)	feature	v	Verb	1	feature	feature					852	1234
NBG_February_n	February (n, 1324)	February	n	Proper noun	1	February	February					853	1324
NBG_fee_n	fee (n, 1925)	fee	n	Noun	1	fee	fee					854	1925
NBG_feed_v	feed (v, 1382)	feed	v	Verb	1	feed	feed					855	1382
NBG_feel_v	FEEL (v, 141)	feel	v	Verb	1	feel	feel					856	141
NBG_feeling_n	feeling (n, 742)	feeling	n	Noun	1	feeling	feeling					857	742
NBG_fellow_adj	fellow (adj, 2275)	fellow	adj	Adjective	1	fellow	fellow					858	2275
NBG_female_adj	female (adj, 1898)	female	adj	Adjective	1	female	female					859	1898
NBG_female_n	female (n, 2412)	female	n	Noun	1	female	female					860	2412
NBG_few_x	FEW (x, 153)	few	x	Determiner	1	few	few					861	153
NBG_field_n	field (n, 514)	field	n	Noun	1	field	field					862	514
NBG_fight_n	fight (n, 1908)	fight	n	Noun	1	fight	fight					863	1908
NBG_fight_v	fight (v, 891)	fight	v	Verb	1	fight	fight					864	891
NBG_figure_n	FIGURE (n, 337)	figure	n	Noun	1	figure	figure					865	337
NBG_figure_v	figure (v, 1915)	figure	v	Verb	1	figure	figure					866	1915
NBG_file_n	file (n, 1470)	file	n	Noun	1	file	file					867	1470
NBG_fill_v	fill (v, 667)	fill	v	Verb	1	fill	fill					868	667
NBG_film_n	film (n, 807)	film	n	Noun	1	film	film					869	807
NBG_final_adj	final (adj, 625)	final	adj	Adjective	1	final	final					870	625
NBG_finally_adv	finally (adv, 547)	finally	adv	Adverb	1	finally	finally					871	547
NBG_finance_n	finance (n, 2157)	finance	n	Noun	1	finance	finance					872	2157
NBG_financial_adj	financial (adj, 690)	financial	adj	Adjective	1	financial	financial					873	690
NBG_find_v	FIND (v, 83)	find	v	Verb	1	find	find					874	83
NBG_finding_n	finding (n, 2247)	finding	n	Noun	1	finding	finding					875	2247
NBG_fine_adj	fine (adj, 765)	fine	adj	Adjective	1	fine	fine					876	765
NBG_fine_n	fine (n, 1879)	fine	n	Noun	1	fine	fine					877	1879
NBG_finger_n	finger (n, 1090)	finger	n	Noun	1	finger	finger/translations					878	1090
NBG_finish_v	finish (v, 798)	finish	v	Verb	1	finish	finish					879	798
NBG_fire_n	fire (n, 778)	fire	n	Noun	1	fire	fire/translations					880	778
NBG_fire_v	fire (v, 2374)	fire	v	Verb	1	fire	fire					881	2374
NBG_firm_n	firm (n, 803)	firm	n	Noun	1	firm	firm					882	803
NBG_first_adv	FIRST (adv, 437)	first	adv	Adverb	1	first	first					883	437
NBG_first_x	FIRST (x, 100)	first	x	Adjective	1	first	first		Y			884	100
NBG_fish_n	fish (n, 1543)	fish	n	Noun	1	fish	fish/translations					885	1543
NBG_fishing_n	fishing (n, 2407)	fishing	n	Noun	1	fishing	fishing					886	2407
NBG_fit_v	fit (v, 922)	fit	v	Verb	1	fit	fit					887	922
NBG_five_x	FIVE (x, 343)	five	x	Numeral	1	five	five					888	343
NBG_fix_v	fix (v, 1086)	fix	v	Verb	1	fix	fix					889	1086
NBG_flat_adj	flat (adj, 1299)	flat	adj	Adjective	1	flat	flat					890	1299
NBG_flavour_n	flavour (n, 2487)	flavour	n	Noun	1	flavor	flavor				Y	891	2487
NBG_flight_n	flight (n, 1787)	flight	n	Noun	1	flight	flight					892	1787
NBG_floor_n	floor (n, 772)	floor	n	Noun	1	floor	floor					893	772
NBG_flow_n	flow (n, 1679)	flow	n	Noun	1	flow	flow					894	1679
NBG_flow_v	flow (v, 2324)	flow	v	Verb	1	flow	flow					895	2324
NBG_flower_n	flower (n, 1734)	flower	n	Noun	1	flower	flower					896	1734
NBG_fly_v	fly (v, 1143)	fly	v	Verb	1	fly	fly | fly/translations					897	1143
NBG_focus_n	focus (n, 1813)	focus	n	Noun	1	focus	focus					898	1813
NBG_focus_v	focus (v, 599)	focus	v	Verb	1	focus	focus					899	599
NBG_folk_n	folk (n, 1935)	folk	n	Noun	1	folk	folk					900	1935
NBG_follow_v	FOLLOW (v, 159)	follow	v	Verb	1	follow	follow					901	159
NBG_food_n	FOOD (n, 468)	food	n	Noun	1	food	food					902	468
NBG_foot_n	FOOT (n, 439)	foot	n	Noun	1	foot	foot					903	439
NBG_football_n	football (n, 2053)	football	n	Noun	1	football	football					904	2053
NBG_for_con	FOR (con, 11)	for	con	Preposition	1	for	for/translations					905	11
NBG_force_n	FORCE (n, 416)	force	n	Noun	1	force	force					906	416
NBG_force_v	force (v, 849)	force	v	Verb	1	force	force					907	849
NBG_foreign_adj	foreign (adj, 978)	foreign	adj	Adjective	1	foreign	foreign					908	978
NBG_forest_n	forest (n, 2284)	forest	n	Noun	1	forest	forest					909	2284
NBG_forget_v	forget (v, 750)	forget	v	Verb	1	forget	forget					910	750
NBG_form_n	FORM (n, 254)	form	n	Noun	1	form	form					911	254
NBG_form_v	form (v, 627)	form	v	Verb	1	form	form					912	627
NBG_formal_adj	formal (adj, 1553)	formal	adj	Adjective	1	formal	formal					913	1553
NBG_former_adj	former (adj, 766)	former	adj	Adjective	1	former	former					914	766
NBG_forward_adv	forward (adv, 562)	forward	adv	Adverb	1	forward	forward					915	562
NBG_found_v	found (v, 2461)	found	v	Verb	1	found	found					916	2461
NBG_foundation_n	foundation (n, 1791)	foundation	n	Noun	1	foundation	foundation					917	1791
NBG_four_x	FOUR (x, 250)	four	x	Numeral	1	four	four					918	250
NBG_fourth_x	fourth (x, 1984)	fourth	x	Adjective	1	fourth	fourth		Y			919	1984
NBG_frame_n	frame (n, 1644)	frame	n	Noun	1	frame	frame					920	1644
NBG_framework_n	framework (n, 2286)	framework	n	Noun	1	framework	framework					921	2286
NBG_free_adj	FREE (adj, 368)	free	adj	Adjective	1	free	free					922	368
NBG_freedom_n	freedom (n, 1457)	freedom	n	Noun	1	freedom	freedom					923	1457
NBG_frequency_n	frequency (n, 2260)	frequency	n	Noun	1	frequency	frequency					924	2260
NBG_frequently_adv	frequently (adv, 1381)	frequently	adv	Adverb	1	frequently	frequently					925	1381
NBG_fresh_adj	fresh (adj, 1114)	fresh	adj	Adjective	1	fresh	fresh					926	1114
NBG_Friday_n	Friday (n, 1468)	Friday	n	Noun	1	Friday	Friday					927	1468
NBG_friend_n	FRIEND (n, 273)	friend	n	Noun	1	friend	friend/translations					928	273
NBG_friendly_adj	friendly (adj, 1744)	friendly	adj	Adjective	1	friendly	friendly					929	1744
NBG_from_con	FROM (con, 24)	from	con	Preposition	1	from	from					930	24
NBG_front_adj	front (adj, 1541)	front	adj	Adjective	1	front	front					931	1541
NBG_front_n	front (n, 802)	front	n	Noun	1	front	front					932	802
NBG_fruit_n	fruit (n, 1778)	fruit	n	Noun	1	fruit	fruit					933	1778
NBG_fuel_n	fuel (n, 2101)	fuel	n	Noun	1	fuel	fuel					934	2101
NBG_full_adj	FULL (adj, 269)	full	adj	Adjective	1	full	full					935	269
